ph,turbidity,temperature,quality
10.623,21.777,13.788,Unsafe
7.967,1.051,27.639,Good
8.005,3.068,29.191,Good
11.842,29.483,14.867,Unsafe
7.911,3.611,27.484,Good
9.118,18.573,28.317,Very Poor
8.172,6.363,20.836,Poor
7.906,3.391,27.988,Good
8.215,2.674,17.273,Good
6.896,1.962,23.096,Good
7.917,4.911,26.084,Poor
9.326,16.505,17.591,Very Poor
8.274,1.678,27.458,Good
7.984,4.805,26.294,Poor
7.379,0.616,21.465,Excellent
7.977,3.193,27.756,Good
8.141,6.067,21.263,Poor
8.091,3.958,28.974,Good
7.943,3.201,27.526,Good
8.144,3.19,27.776,Good
8.128,3.35,24.506,Good
8.113,2.411,26.136,Good
8.06,2.242,26.384,Good
7.943,3.372,28.276,Good
12.44,32.51,18.195,Unsafe
1.069,52.893,33.995,Unsafe
7.879,3.379,31.2,Good
8.123,2.065,20.177,Good
8.218,4.149,26.66,Poor
7.976,3.416,27.957,Good
9.062,5.467,19.142,Poor
8.115,3.124,25.716,Good
8.159,1.681,19.634,Good
8.03,2.657,23.614,Good
8.083,3.026,21.172,Good
7.123,0.628,21.94,Excellent
8.091,2.125,27.408,Good
8.109,4.762,24.578,Poor
8.157,3.069,26.673,Good
8.162,3.321,26.553,Good
8.209,2.473,18.351,Good
8.026,3.05,23.227,Good
5.999,9.44,24.135,Poor
8.057,4.13,21.969,Poor
13.469,49.658,25.885,Unsafe
7.913,0.933,27.688,Good
7.962,4.117,25.73,Poor
8.053,5.431,24.195,Poor
8.016,3.888,29.515,Good
8.081,2.656,20.198,Good
7.854,2.751,24.512,Good
8.149,3.654,26.299,Good
8.155,8.389,19.604,Poor
8.014,8.659,20.349,Poor
7.058,2.615,22.856,Good
8.199,7.404,20.069,Poor
8.174,4.343,23.661,Poor
7.917,1.72,25.944,Good
8.137,5.211,21.981,Poor
8.057,2.857,24.413,Good
7.834,7.774,27.737,Poor
8.059,1.888,27.083,Good
7.909,1.485,27.682,Good
8.082,2.412,22.621,Good
6.857,0.736,21.768,Excellent
8.185,6.757,20.062,Poor
8.192,3.111,17.415,Good
7.966,2.03,27.378,Good
8.192,2.74,17.802,Good
8.21,3.649,17.42,Good
7.232,2.864,23.816,Good
8.173,3.251,21.592,Good
12.444,48.103,26.785,Unsafe
8.161,4.607,29.896,Poor
9.609,15.337,29.837,Very Poor
7.712,4.924,18.271,Poor
7.953,3.247,27.369,Good
7.91,3.464,26.718,Good
8.139,3.815,25.596,Good
8.188,2.646,17.924,Good
7.942,1.432,26.244,Good
6.816,1.28,26.737,Good
9.948,15.86,28.704,Very Poor
8.102,4.872,28.832,Poor
8.125,1.734,21.43,Good
8.128,4.293,28.676,Poor
8.092,2.181,19.984,Good
8.217,14.073,22.178,Very Poor
7.081,0.155,22.745,Excellent
8.161,3.806,22.47,Good
7.991,3.681,27.734,Good
8.054,3.753,29.53,Good
7.971,1.846,27.038,Good
8.182,7.068,19.451,Poor
8.082,0.94,22.29,Good
9.754,14.808,16.785,Very Poor
7.935,3.723,27.702,Good
7.968,9.289,28.675,Poor
2.116,42.107,24.073,Unsafe
7.328,0.887,21.862,Good
8.131,2.946,26.521,Good
8.653,6.981,30.439,Poor
8.173,8.455,20.606,Poor
8.098,2.347,21.303,Good
6.587,2.635,28.238,Good
7.274,0.239,22.722,Excellent
8.126,4.205,29.094,Poor
8.141,3.328,25.087,Good
7.931,2.953,25.422,Good
8.137,3.773,20.763,Good
8.029,5.475,28.059,Poor
8.1,2.592,25.828,Good
8.133,6.011,27.495,Poor
5.39,15.237,21.467,Very Poor
8.141,4.056,21.102,Poor
6.893,0.772,21.396,Excellent
8.143,5.738,27.833,Poor
7.377,0.244,20.326,Excellent
8.143,2.559,18.731,Good
8.087,2.245,25.861,Good
8.689,8.463,19.639,Poor
7.979,3.763,27.975,Good
8.133,2.332,17.197,Good
8.156,2.856,20.348,Good
8.11,8.682,21.975,Poor
7.171,0.877,21.727,Excellent
8.186,3.805,19.6,Good
7.955,7.513,28.477,Poor
7.341,1.932,23.707,Good
11.515,24.316,32.72,Unsafe
8.136,2.349,19.41,Good
8.099,2.621,25.198,Good
6.863,0.747,21.811,Excellent
8.028,1.82,27.83,Good
2.85,54.976,17.905,Unsafe
13.092,32.967,34.303,Unsafe
8.089,3.166,26.657,Good
8.19,3.41,19.687,Good
8.086,3.702,30.602,Good
8.104,2.156,26.691,Good
7.818,4.802,27.902,Poor
8.077,3.245,22.729,Good
7.942,2.842,27.942,Good
7.95,6.561,27.162,Poor
8.122,3.005,25.239,Good
5.392,11.788,18.904,Very Poor
7.957,3.844,27.817,Good
8.098,3.608,24.946,Good
1.182,43.58,25.951,Unsafe
9.578,19.753,17.213,Very Poor
8.165,1.688,19.806,Good
7.794,6.331,21.416,Poor
6.871,0.627,21.896,Excellent
7.044,8.242,31.177,Poor
7.98,7.281,23.371,Poor
8.179,3.03,19.298,Good
8.61,18.513,19.876,Very Poor
8.052,2.151,25.789,Good
8.092,12.226,20.305,Very Poor
7.737,1.119,22.293,Good
8.164,2.714,17.848,Good
7.933,0.776,27.786,Good
8.02,2.343,25.388,Good
1.06,53.443,22.759,Unsafe
8.161,6.482,19.209,Poor
7.985,3.34,26.069,Good
8.183,4.827,19.233,Poor
7.396,17.793,25.195,Very Poor
6.985,7.749,19.094,Poor
6.879,0.88,20.877,Excellent
8.012,3.141,29.25,Good
8.189,3.777,25.124,Good
8.148,4.206,20.025,Poor
8.161,1.812,19.745,Good
8.075,2.49,19.43,Good
8.152,2.689,19.334,Good
8.057,4.966,29.459,Poor
8.118,3.249,23.884,Good
7.009,9.374,28.948,Poor
8.164,3.995,20.493,Good
7.932,3.859,26.438,Good
3.475,52.405,12.426,Unsafe
8.078,2.777,26.68,Good
8.168,2.715,19.207,Good
8.111,4.895,21.526,Poor
8.684,4.451,28.768,Poor
8.197,4.794,19.87,Poor
8.076,2.505,25.52,Good
8.185,3.308,19.836,Good
7.919,1.075,27.633,Good
7.961,3.103,27.667,Good
7.268,0.143,21.561,Excellent
8.215,7.008,19.224,Poor
7.9,1.079,25.803,Good
7.679,13.483,26.137,Very Poor
8.165,4.085,25.08,Poor
8.119,2.29,25.465,Good
8.074,1.975,27.865,Good
7.989,3.518,27.222,Good
7.997,2.284,27.843,Good
8.001,2.666,25.647,Good
7.92,1.769,25.01,Good
8.132,2.963,25.51,Good
8.001,2.146,27.515,Good
0.857,56.593,26.148,Unsafe
8.208,6.733,24.528,Poor
8.041,2.164,22.337,Good
8.087,2.247,24.122,Good
9.336,12.237,30.089,Very Poor
6.391,9.247,22.292,Poor
7.952,3.866,27.192,Good
8.162,3.606,27.883,Good
8.051,3.027,29.591,Good
7.978,7.269,23.686,Poor
8.01,5.863,27.275,Poor
8.025,4.386,23.933,Poor
7.942,4.7,27.017,Poor
9.266,14.344,16.172,Very Poor
8.1,2.168,21.312,Good
11.284,50.94,32.95,Unsafe
8.153,8.351,20.794,Poor
7.97,4.2,27.3,Poor
8.137,2.535,17.207,Good
7.963,4.44,26.489,Poor
8.092,1.533,24.385,Good
7.939,1.044,26.896,Good
8.316,2.053,20.245,Good
8.109,4.398,28.1,Poor
8.047,3.984,25.911,Good
7.532,4.305,20.931,Poor
7.121,0.485,21.299,Excellent
8.111,2.355,20.489,Good
8.082,2.784,24.165,Good
8.146,4.066,26.9,Poor
8.153,2.737,17.769,Good
8.071,2.0,22.0,Good
7.235,0.825,20.845,Excellent
6.524,2.614,24.393,Good
7.998,1.047,26.543,Good
8.144,2.852,24.813,Good
8.097,2.287,25.808,Good
7.984,1.237,27.391,Good
8.122,2.99,18.851,Good
8.13,2.461,26.438,Good
6.38,7.737,21.815,Poor
8.187,4.575,23.401,Poor
8.078,4.115,25.236,Poor
7.474,19.469,31.421,Very Poor
8.002,1.772,23.802,Good
8.055,17.239,28.924,Very Poor
7.946,4.119,26.994,Poor
8.126,2.436,26.493,Good
8.157,4.122,20.272,Poor
8.142,3.25,25.954,Good
8.05,4.48,29.191,Poor
8.027,3.252,24.53,Good
8.202,2.981,24.934,Good
8.072,2.948,25.571,Good
8.054,3.55,29.841,Good
7.926,1.519,27.875,Good
7.901,5.144,26.149,Poor
8.101,2.698,19.52,Good
8.611,9.663,22.973,Poor
8.946,14.554,21.103,Very Poor
7.248,1.475,22.549,Good
8.141,8.047,20.754,Poor
8.088,3.951,30.255,Good
8.097,1.642,20.655,Good
8.085,3.162,24.912,Good
8.244,1.587,19.996,Good
8.144,2.385,17.851,Good
8.062,4.566,27.817,Poor
8.197,5.756,20.781,Poor
8.141,3.519,23.742,Good
8.161,3.518,25.189,Good
7.659,0.685,24.492,Good
10.205,23.824,16.18,Unsafe
8.091,2.792,24.819,Good
8.128,2.861,26.096,Good
8.146,1.914,19.869,Good
8.188,5.664,18.938,Poor
7.997,3.919,27.525,Good
7.938,1.788,25.604,Good
10.691,30.28,16.585,Unsafe
8.107,6.726,21.571,Poor
7.664,3.179,27.996,Good
0.511,32.182,28.745,Unsafe
5.245,17.215,33.591,Very Poor
7.234,1.977,20.447,Good
6.67,0.871,21.297,Good
8.074,2.93,28.052,Good
8.18,2.845,17.185,Good
7.947,3.255,27.558,Good
7.957,3.721,27.211,Good
8.127,2.078,21.159,Good
7.142,0.738,23.598,Excellent
8.095,2.231,25.409,Good
8.161,3.298,20.111,Good
7.937,3.383,27.659,Good
8.079,8.611,21.119,Poor
8.187,4.843,19.398,Poor
8.148,7.84,21.207,Poor
10.742,37.3,35.743,Unsafe
8.213,3.427,18.285,Good
8.135,2.689,25.558,Good
8.219,3.003,17.015,Good
8.064,2.634,21.357,Good
8.065,3.148,19.616,Good
8.164,1.592,19.258,Good
8.13,7.025,20.137,Poor
9.467,17.711,30.43,Very Poor
8.178,6.238,27.229,Poor
7.973,6.172,26.164,Poor
8.074,3.605,30.076,Good
8.109,1.894,25.274,Good
8.482,2.15,28.572,Good
8.003,1.641,27.944,Good
6.829,0.441,20.689,Excellent
7.323,2.89,24.567,Good
8.181,4.104,18.993,Poor
6.12,8.322,20.118,Poor
8.194,2.398,19.547,Good
3.044,45.593,19.75,Unsafe
9.718,10.24,30.95,Very Poor
8.161,2.813,17.922,Good
8.117,2.538,26.091,Good
8.39,3.767,26.377,Good
7.893,8.714,26.463,Poor
7.256,0.319,23.929,Excellent
7.914,17.754,30.778,Very Poor
8.189,4.649,23.654,Poor
8.091,2.32,26.038,Good
7.953,4.04,31.969,Poor
8.171,2.953,19.417,Good
8.132,4.671,27.007,Poor
6.589,2.151,24.95,Good
7.982,14.397,17.623,Very Poor
8.002,3.169,27.549,Good
7.319,0.272,20.573,Excellent
7.97,1.809,27.952,Good
7.932,4.514,27.454,Poor
8.178,3.001,26.889,Good
7.972,3.681,27.38,Good
6.306,16.847,24.643,Very Poor
7.64,19.408,27.673,Very Poor
8.04,2.264,23.776,Good
8.066,4.477,21.345,Poor
5.999,8.938,23.684,Poor
6.048,15.227,23.46,Very Poor
8.155,4.684,26.343,Poor
8.137,2.167,26.904,Good
8.036,3.805,21.632,Good
8.147,1.658,20.224,Good
8.394,0.816,28.399,Good
8.099,5.106,29.651,Poor
7.937,1.944,26.184,Good
6.833,5.777,21.487,Poor
8.075,3.899,23.011,Good
8.178,3.553,21.044,Good
7.976,2.766,29.546,Good
8.091,5.66,29.139,Poor
7.936,3.066,26.788,Good
8.142,2.769,20.341,Good
8.089,3.988,27.841,Good
7.982,3.253,28.504,Good
8.124,2.323,20.984,Good
6.902,5.855,23.688,Poor
8.067,2.282,21.097,Good
8.119,3.993,19.185,Good
8.196,2.604,18.264,Good
8.079,1.539,24.938,Good
8.098,3.385,28.106,Good
8.002,2.642,25.336,Good
8.069,2.472,24.017,Good
8.186,4.821,23.638,Poor
8.218,3.053,18.907,Good
8.033,5.165,24.175,Poor
8.107,3.298,25.83,Good
8.065,3.337,21.488,Good
8.162,1.606,19.834,Good
4.219,44.506,10.454,Unsafe
9.063,14.559,17.437,Very Poor
8.175,5.1,20.267,Poor
8.073,1.936,25.279,Good
7.963,3.494,27.791,Good
8.12,2.498,26.762,Good
8.523,9.566,31.248,Poor
8.21,3.703,25.765,Good
8.735,9.066,29.605,Poor
8.122,2.119,20.958,Good
8.124,2.77,25.145,Good
8.169,2.279,27.279,Good
8.12,2.091,21.046,Good
8.143,3.286,18.31,Good
8.151,2.929,27.503,Good
8.175,6.137,20.946,Poor
8.047,2.64,21.292,Good
11.918,40.482,31.007,Unsafe
6.906,0.721,21.361,Excellent
7.971,3.778,28.089,Good
8.139,3.157,23.592,Good
7.355,2.817,28.886,Good
8.066,6.776,26.337,Poor
7.061,10.994,16.499,Very Poor
8.02,3.433,30.24,Good
7.992,2.068,22.249,Good
8.093,2.95,22.546,Good
7.945,4.068,28.214,Poor
1.361,54.215,28.637,Unsafe
7.961,4.813,27.049,Poor
6.884,0.685,20.309,Excellent
8.074,4.856,26.655,Poor
8.22,2.375,18.041,Good
8.094,2.404,21.154,Good
6.615,18.283,20.275,Very Poor
8.081,3.239,28.983,Good
7.989,0.646,27.527,Good
7.96,0.625,27.834,Good
7.679,9.84,30.413,Poor
7.873,4.758,26.42,Poor
8.022,3.411,29.433,Good
7.98,1.733,23.277,Good
8.094,3.087,23.159,Good
7.93,3.468,27.887,Good
5.479,13.982,27.547,Very Poor
6.925,5.079,24.003,Poor
8.102,2.212,20.682,Good
8.122,2.714,24.47,Good
8.021,2.01,21.105,Good
8.112,2.477,26.251,Good
8.054,2.735,24.491,Good
8.913,9.051,27.715,Poor
8.082,2.61,25.62,Good
12.108,58.039,27.875,Unsafe
7.445,18.194,19.332,Very Poor
8.098,2.658,25.116,Good
8.224,3.698,20.049,Good
7.961,3.55,31.697,Good
7.932,13.194,28.89,Very Poor
8.076,2.894,23.389,Good
7.994,3.489,27.503,Good
8.098,4.124,25.741,Poor
7.963,3.732,27.396,Good
8.136,1.825,19.789,Good
6.478,7.394,28.672,Poor
8.131,2.661,21.132,Good
6.851,0.903,22.747,Excellent
8.179,4.49,23.693,Poor
8.166,2.565,17.935,Good
8.17,2.818,19.555,Good
6.748,0.873,28.788,Good
8.102,2.927,24.055,Good
8.183,2.624,17.201,Good
8.094,1.803,26.071,Good
6.898,0.559,23.463,Excellent
6.66,11.672,29.718,Very Poor
7.17,0.355,21.286,Excellent
7.167,0.228,20.246,Excellent
8.357,2.998,18.683,Good
8.09,4.169,27.425,Poor
7.944,3.335,27.455,Good
8.182,1.961,19.519,Good
8.531,6.625,24.464,Poor
8.139,4.92,24.4,Poor
9.009,4.429,28.498,Poor
9.494,16.332,21.936,Very Poor
7.904,4.842,26.416,Poor
8.281,0.81,27.509,Good
8.17,2.645,17.662,Good
8.142,3.074,25.61,Good
7.924,1.224,26.028,Good
8.741,7.936,21.609,Poor
7.987,1.199,27.164,Good
9.056,5.782,24.122,Poor
8.202,3.054,18.644,Good
8.23,2.904,18.771,Good
8.199,2.788,18.544,Good
7.98,3.532,27.671,Good
7.258,0.531,22.925,Excellent
8.13,2.333,25.752,Good
11.9,36.298,15.445,Unsafe
8.119,2.913,25.036,Good
7.956,3.617,28.061,Good
6.826,3.305,25.601,Good
7.956,3.298,31.561,Good
8.112,5.015,27.675,Poor
8.204,3.102,17.923,Good
8.0,5.982,25.214,Poor
7.998,1.895,27.401,Good
8.032,3.459,22.374,Good
8.135,2.518,24.698,Good
8.157,3.803,29.963,Good
13.286,36.142,35.575,Unsafe
8.203,7.948,21.022,Poor
7.927,4.226,26.784,Poor
7.109,0.065,22.344,Excellent
8.194,2.791,17.187,Good
8.194,3.172,26.107,Good
8.142,2.572,17.604,Good
7.936,1.6,27.331,Good
8.121,4.041,18.997,Poor
8.04,1.951,25.457,Good
7.959,3.752,26.149,Good
8.046,2.468,24.731,Good
7.195,0.655,21.687,Excellent
7.951,3.244,27.7,Good
7.947,1.172,27.199,Good
6.45,9.425,26.11,Poor
8.05,2.916,24.396,Good
5.888,18.5,32.061,Very Poor
7.397,0.483,20.431,Excellent
7.96,3.757,31.373,Good
8.135,1.925,19.576,Good
8.084,2.506,19.93,Good
8.131,4.586,21.622,Poor
8.248,3.874,21.919,Good
8.096,2.189,21.511,Good
7.619,3.867,20.182,Good
8.005,2.002,22.5,Good
7.79,0.696,23.777,Good
6.269,15.206,26.648,Very Poor
8.163,5.086,26.213,Poor
7.942,4.728,26.255,Poor
6.821,3.763,21.812,Good
8.096,2.452,26.342,Good
7.962,3.46,30.633,Good
6.62,0.803,23.615,Good
8.13,3.846,19.617,Good
7.961,1.563,27.871,Good
8.268,0.635,25.327,Good
8.191,4.883,23.627,Poor
8.06,2.725,21.822,Good
8.05,2.723,26.848,Good
8.114,1.715,21.617,Good
8.185,4.118,19.162,Poor
7.125,0.946,20.081,Excellent
7.969,3.404,27.605,Good
8.149,4.412,27.289,Poor
6.921,0.251,20.293,Excellent
8.169,2.715,18.698,Good
8.053,4.05,21.95,Poor
8.135,3.993,25.699,Good
8.152,6.411,18.301,Poor
5.706,14.323,32.574,Very Poor
8.126,4.832,27.011,Poor
7.991,1.114,27.523,Good
8.134,1.492,20.004,Good
7.832,2.204,22.473,Good
8.205,2.742,17.452,Good
7.988,2.175,27.955,Good
7.988,3.98,27.748,Good
7.955,2.977,27.154,Good
7.366,0.685,22.909,Excellent
8.087,3.135,29.225,Good
8.13,1.994,20.77,Good
7.707,9.807,30.99,Poor
8.227,3.042,26.463,Good
8.041,5.739,26.391,Poor
7.984,3.155,28.252,Good
8.162,2.624,19.148,Good
8.161,3.288,26.374,Good
8.133,3.867,19.899,Good
8.109,2.344,21.433,Good
8.562,8.593,29.769,Poor
7.905,3.301,28.219,Good
5.841,4.229,29.025,Poor
8.11,2.466,21.26,Good
8.191,3.784,19.877,Good
8.005,1.165,26.103,Good
8.127,3.065,24.394,Good
8.033,3.63,30.312,Good
8.148,3.382,24.349,Good
8.09,2.494,22.183,Good
7.59,1.055,18.575,Good
8.059,5.454,29.02,Poor
6.925,0.423,20.876,Excellent
6.811,6.972,31.033,Poor
7.973,5.575,24.621,Poor
8.222,2.279,23.981,Good
8.108,2.799,25.14,Good
7.932,3.421,26.281,Good
8.004,2.97,21.801,Good
7.96,0.606,27.76,Good
8.005,1.658,27.525,Good
8.071,1.972,21.593,Good
7.335,3.531,27.821,Good
8.222,7.537,19.555,Poor
8.046,5.879,27.774,Poor
6.822,1.352,19.976,Good
8.092,2.18,26.011,Good
6.568,0.836,19.392,Good
7.961,3.257,31.473,Good
8.184,2.11,17.328,Good
8.113,2.573,21.226,Good
8.092,3.629,23.419,Good
8.076,2.636,24.053,Good
7.71,7.925,18.661,Poor
7.982,1.992,27.638,Good
8.173,2.334,18.233,Good
7.783,5.845,28.301,Poor
5.509,16.041,31.709,Very Poor
8.094,2.107,21.163,Good
8.146,3.859,25.93,Good
8.056,4.073,24.141,Poor
10.938,35.69,34.05,Unsafe
8.14,2.524,18.543,Good
8.063,1.274,24.587,Good
8.033,2.341,23.459,Good
8.41,2.877,23.136,Good
8.098,2.819,25.743,Good
8.072,1.691,22.45,Good
8.1,3.294,23.62,Good
7.962,2.794,25.385,Good
8.204,4.231,18.226,Poor
7.077,1.924,26.831,Good
8.02,2.045,23.493,Good
6.858,0.948,23.776,Excellent
9.557,15.399,29.714,Very Poor
8.016,2.259,25.329,Good
8.161,3.379,19.973,Good
7.045,4.538,18.996,Poor
8.085,2.793,29.847,Good
8.166,4.605,26.187,Poor
8.062,3.836,29.557,Good
7.943,3.538,28.251,Good
7.047,0.486,20.566,Excellent
8.147,2.716,18.622,Good
8.141,2.691,27.153,Good
8.078,5.616,29.134,Poor
8.163,4.59,20.407,Poor
7.965,0.904,27.597,Good
7.822,8.699,24.446,Poor
8.096,2.551,27.952,Good
8.207,3.041,17.737,Good
8.208,6.095,23.924,Poor
8.12,6.63,21.364,Poor
7.99,3.141,27.713,Good
8.161,3.92,17.813,Good
8.107,2.696,21.127,Good
7.059,0.811,20.08,Excellent
8.02,1.562,22.758,Good
7.837,1.204,20.244,Good
7.119,0.655,21.6,Excellent
7.979,1.527,27.023,Good
8.126,3.176,19.054,Good
12.987,35.346,32.222,Unsafe
8.063,1.325,25.161,Good
8.112,3.427,24.482,Good
7.973,3.581,27.593,Good
6.888,19.134,22.05,Very Poor
8.145,4.041,20.15,Poor
8.205,2.659,17.228,Good
8.111,9.149,20.36,Poor
8.151,7.741,20.774,Poor
3.614,56.13,24.607,Unsafe
8.164,8.678,20.565,Poor
8.014,1.819,26.965,Good
5.827,17.351,30.17,Very Poor
8.133,2.346,20.142,Good
7.42,0.812,25.18,Good
6.985,0.6,20.257,Excellent
8.102,2.844,20.805,Good
8.154,2.717,18.887,Good
8.011,1.385,27.99,Good
7.828,2.1,22.797,Good
8.044,1.929,22.491,Good
8.13,1.761,21.162,Good
8.088,2.527,28.445,Good
7.957,3.526,27.812,Good
8.156,3.47,27.655,Good
9.397,17.818,20.635,Very Poor
8.154,1.634,18.746,Good
8.146,3.446,24.965,Good
7.994,2.194,22.995,Good
7.965,0.61,27.013,Good
8.074,3.751,29.395,Good
8.112,2.592,20.811,Good
7.169,0.129,21.293,Excellent
8.329,4.68,22.808,Poor
8.066,3.497,27.417,Good
8.048,3.848,24.444,Good
8.192,2.435,17.341,Good
8.102,4.254,28.834,Poor
8.102,2.595,29.492,Good
7.331,0.138,21.454,Excellent
7.901,4.329,23.894,Poor
1.534,58.189,29.84,Unsafe
8.073,3.418,23.578,Good
8.183,2.383,19.072,Good
8.163,1.649,19.113,Good
8.323,7.89,18.068,Poor
7.935,4.156,26.523,Poor
8.159,3.498,21.079,Good
6.803,0.68,22.023,Excellent
8.136,3.953,27.141,Good
7.096,0.847,20.157,Excellent
7.971,5.767,27.387,Poor
8.042,2.835,22.401,Good
8.148,4.598,20.619,Poor
5.631,12.369,26.53,Very Poor
8.12,3.616,23.919,Good
8.123,3.763,29.073,Good
7.079,2.576,28.229,Good
8.113,4.458,23.373,Poor
8.079,2.589,21.26,Good
8.36,2.173,23.173,Good
7.614,1.71,21.315,Good
8.15,2.72,26.076,Good
8.128,2.374,25.475,Good
8.143,2.432,17.882,Good
8.139,1.76,19.505,Good
8.105,5.462,29.099,Poor
8.117,2.63,21.266,Good
8.134,3.463,20.29,Good
7.455,6.256,29.929,Poor
8.069,3.898,22.912,Good
8.03,2.054,21.7,Good
8.047,1.611,23.019,Good
8.076,1.995,22.532,Good
2.526,56.348,16.167,Unsafe
8.167,3.43,21.314,Good
6.214,13.477,30.474,Very Poor
8.9,12.254,25.054,Very Poor
8.193,3.309,27.745,Good
8.103,3.518,30.165,Good
7.954,0.894,27.837,Good
8.057,3.502,22.538,Good
8.213,2.863,17.465,Good
7.945,4.66,26.223,Poor
10.736,51.753,18.537,Unsafe
7.914,4.935,25.223,Poor
8.105,3.516,28.266,Good
8.072,6.576,29.018,Poor
8.174,8.75,27.212,Poor
8.095,3.473,27.253,Good
8.22,3.811,26.661,Good
12.827,41.766,37.999,Unsafe
7.919,3.088,29.464,Good
6.323,19.167,28.562,Very Poor
7.811,2.372,21.51,Good
8.102,3.403,27.845,Good
7.524,6.761,24.135,Poor
8.093,2.367,20.947,Good
8.127,2.495,24.839,Good
8.303,2.647,22.319,Good
8.152,2.386,17.179,Good
8.012,4.307,26.474,Poor
7.905,0.88,27.207,Good
1.951,34.718,16.56,Unsafe
8.129,3.675,25.972,Good
7.266,0.08,22.088,Excellent
6.905,0.387,22.126,Excellent
8.057,1.705,24.417,Good
7.994,6.719,27.084,Poor
7.284,2.531,27.184,Good
8.013,5.269,27.096,Poor
6.045,18.862,28.153,Very Poor
8.094,2.763,21.179,Good
6.964,0.884,23.026,Excellent
1.797,59.06,28.779,Unsafe
8.125,3.405,23.901,Good
7.941,4.55,25.52,Poor
8.083,2.656,23.624,Good
8.085,2.581,18.744,Good
8.073,3.481,30.327,Good
11.514,44.09,34.737,Unsafe
7.934,3.272,30.58,Good
8.108,2.05,26.115,Good
8.181,2.62,18.018,Good
4.423,40.849,14.813,Unsafe
8.104,2.036,25.303,Good
8.093,2.502,25.919,Good
8.123,2.592,21.466,Good
8.119,5.373,29.648,Poor
8.137,3.472,29.822,Good
9.824,12.372,19.998,Very Poor
7.959,1.62,27.763,Good
8.103,4.39,27.062,Poor
7.214,0.37,20.215,Excellent
7.976,1.79,27.468,Good
7.153,6.891,30.12,Poor
8.152,3.258,18.969,Good
8.131,3.123,27.08,Good
8.033,1.831,20.178,Good
8.035,3.894,29.864,Good
8.037,3.432,26.316,Good
8.126,3.27,27.874,Good
8.125,3.668,24.813,Good
8.064,3.332,22.659,Good
8.076,3.6,28.668,Good
8.084,2.503,23.138,Good
8.13,2.243,20.718,Good
7.969,3.225,26.414,Good
8.107,6.718,29.171,Poor
8.093,2.337,25.974,Good
8.094,3.312,20.431,Good
7.997,0.642,26.464,Good
7.725,1.703,26.831,Good
8.145,3.474,24.97,Good
6.819,0.229,21.648,Excellent
8.036,3.075,30.309,Good
8.207,6.253,19.345,Poor
8.037,2.31,25.14,Good
8.211,2.791,18.445,Good
8.112,3.25,20.536,Good
8.94,7.414,22.144,Poor
8.012,1.953,27.814,Good
7.173,0.871,21.873,Excellent
8.778,9.506,28.946,Poor
6.983,0.789,20.739,Good
8.199,8.429,19.434,Poor
8.006,0.969,27.198,Good
8.154,16.198,29.829,Very Poor
0.956,29.249,23.59,Unsafe
7.77,5.196,30.249,Poor
3.4,34.756,32.077,Unsafe
8.774,5.878,25.134,Poor
7.46,2.191,20.365,Good
8.022,1.775,27.595,Good
8.018,3.651,27.9,Good
11.941,20.483,11.284,Unsafe
8.139,3.031,25.895,Good
8.08,3.222,20.083,Good
7.978,1.251,27.544,Good
8.079,3.969,22.373,Good
8.067,2.686,20.294,Good
7.265,0.286,22.075,Excellent
7.789,1.757,23.983,Good
8.081,15.167,17.609,Very Poor
10.501,26.904,30.926,Unsafe
8.386,10.97,23.403,Very Poor
8.375,3.519,20.167,Good
8.093,2.467,26.775,Good
8.076,2.93,29.303,Good
8.074,2.281,20.565,Good
7.988,0.996,26.368,Good
7.927,4.381,21.375,Poor
6.528,3.888,23.194,Good
8.174,3.71,27.427,Good
8.047,3.234,23.085,Good
7.985,1.659,27.935,Good
8.211,2.689,18.193,Good
8.003,4.433,23.211,Poor
8.172,4.926,26.496,Poor
7.89,8.339,26.44,Poor
7.237,2.563,28.303,Good
8.111,3.117,29.191,Good
7.981,2.137,26.55,Good
7.979,1.742,27.612,Good
8.778,4.722,20.431,Poor
8.217,3.766,18.603,Good
7.288,0.856,23.92,Excellent
8.075,1.999,20.859,Good
7.395,0.51,22.304,Excellent
8.095,2.396,26.211,Good
7.974,1.808,25.585,Good
8.149,1.571,22.303,Good
7.99,1.896,23.249,Good
8.194,2.947,17.666,Good
7.986,0.734,27.24,Good
8.148,6.498,19.859,Poor
8.172,4.286,24.315,Poor
8.219,2.79,18.407,Good
7.954,2.56,26.91,Good
6.78,8.764,25.806,Poor
8.162,6.067,19.365,Poor
8.001,1.933,22.977,Good
8.098,2.9,23.188,Good
8.113,2.594,20.855,Good
8.16,3.883,27.482,Good
11.685,51.487,11.939,Unsafe
7.19,3.294,23.792,Good
8.072,5.894,29.871,Poor
7.973,3.204,27.9,Good
7.255,0.307,20.008,Excellent
7.927,6.513,26.814,Poor
8.161,4.603,19.498,Poor
6.867,5.677,31.65,Poor
8.119,2.69,26.082,Good
7.917,1.481,25.859,Good
8.046,4.594,24.122,Poor
8.211,4.845,24.383,Poor
9.967,14.377,18.466,Very Poor
8.08,4.438,20.282,Poor
8.17,3.889,18.171,Good
7.919,3.504,27.113,Good
8.183,5.988,17.379,Poor
8.845,4.562,22.635,Poor
8.006,2.896,23.112,Good
7.971,1.34,19.063,Good
7.698,18.717,28.082,Very Poor
6.855,3.691,26.587,Good
